id,age,gender,location
243320,1980-1989,,
265420,1980-1989,,
263687,1980-1989,,
265421,1980-1989,,
265422,1980-1989,,
265423,1980-1989,,
232479,1980-1989,,
259928,1980-1989,,
265424,1990+,,
265425,1980-1989,,
225138,1980-1989,,
265426,1980-1989,,
256508,1990+,,
238718,1980-1989,,
227018,1980-1989,,
265427,1980-1989,,
262492,1980-1989,,
265428,1980-1989,,
256037,1980-1989,,
265429,1980-1989,,
265430,1990+,,
265431,1980-1989,,
248360,1980-1989,,
265432,1980-1989,,
265433,1980-1989,,
238672,1980-1989,,
265434,1980-1989,,
217532,1980-1989,,
234979,1980-1989,,
265435,1980-1989,,
265436,1990+,,
263519,1990+,,
234871,1980-1989,,
259689,1990+,,
248811,1980-1989,,
265437,1980-1989,,
265438,1980-1989,,
242162,1980-1989,,
229501,1980-1989,,
220599,1980-1989,,
265296,1990+,,
258716,1980-1989,,
265439,1980-1989,,
241496,1980-1989,,
265440,1980-1989,,
258316,1980-1989,,
228232,1980-1989,,
265347,1980-1989,,
265292,1980-1989,,
236788,1980-1989,,
265441,1980-1989,,
245111,1980-1989,,
265442,1980-1989,,
244357,1980-1989,,
216084,1990+,,
265443,1980-1989,,
262534,1980-1989,,
204980,1980-1989,,
265444,1980-1989,,
235865,1980-1989,,
265445,1990+,,
235676,1990+,,
245718,1980-1989,,
265446,1980-1989,,
226352,1980-1989,,
248614,1990+,,
233419,1990+,,
265447,1990+,,
265448,1980-1989,,
265449,1980-1989,,
238682,1980-1989,,
235493,1980-1989,,
265450,1980-1989,,
232433,1980-1989,,
259198,1990+,,
246927,1990+,,
259425,1980-1989,,
238814,1980-1989,,
261855,1980-1989,,
244343,1980-1989,,
258576,1980-1989,,
264415,1980-1989,,
258876,1980-1989,,
265451,1990+,,
213664,1980-1989,,
237794,1980-1989,,
244796,1990+,,
253601,1980-1989,,
260294,1980-1989,,
265452,1980-1989,,
265453,1980-1989,,
231967,1980-1989,,
265454,1990+,,
265455,1980-1989,,
247449,1980-1989,,
247179,1980-1989,,
221486,1980-1989,,
241366,1990+,,
238776,1980-1989,,
263641,1980-1989,,
265456,1980-1989,,
195673,1980-1989,,
265457,1980-1989,,
26233,1980-1989,,
265458,1980-1989,,
265459,1980-1989,,
254628,1980-1989,,
235220,1990+,,
265460,1980-1989,,
261796,1990+,,
265461,1980-1989,,
254789,1980-1989,,
224527,1980-1989,,
265462,1980-1989,,
236713,1980-1989,,
265463,1980-1989,,
195048,1990+,,
263305,1980-1989,,
265464,1980-1989,,
235663,1980-1989,,
249986,1980-1989,,
265466,1980-1989,,
265467,1990+,,
260052,1990+,,
265468,1990+,,
265469,1980-1989,,
265470,1980-1989,,
235151,1980-1989,,
214013,1980-1989,,
265471,1980-1989,,
265472,1990+,,
265473,1980-1989,,
265474,1980-1989,,
265475,1980-1989,,
265476,1980-1989,,
216472,1980-1989,,
265477,1980-1989,,
213900,1980-1989,,
232070,1980-1989,,
265478,1980-1989,,
234044,1980-1989,,
265479,1980-1989,,
256407,1980-1989,,
258170,1990+,,
262952,1980-1989,,
249294,1980-1989,,
9534,1980-1989,,
248813,1990+,,
260775,1990+,,
261400,1980-1989,,
249330,1980-1989,,
242283,1990+,,
237348,1980-1989,,
235938,1980-1989,,
265481,1990+,,
237849,1980-1989,,
259391,1980-1989,,
224673,1980-1989,,
265482,1980-1989,,
246046,1990+,,
243519,1980-1989,,
265483,1980-1989,,
265484,1980-1989,,
265485,1980-1989,,
265486,1990+,,
239585,1980-1989,,
233404,1980-1989,,
265487,1980-1989,,
235625,1980-1989,,
256217,1980-1989,,
246041,1980-1989,,
254167,1980-1989,,
238281,1990+,,
252486,1980-1989,,
262536,1980-1989,,
248608,1980-1989,,
226248,1980-1989,,
231081,1980-1989,,
262482,1990+,,
265488,1980-1989,,
258793,1980-1989,,
242129,1980-1989,,
216482,1980-1989,,
265489,1980-1989,,
261857,1980-1989,,
259256,1980-1989,,
265490,1980-1989,,
248903,1980-1989,,
231196,1980-1989,,
253897,1980-1989,,
219169,1990+,,
265491,1980-1989,,
248172,1980-1989,,
262973,1980-1989,,
265492,1980-1989,,
255573,1980-1989,,
265493,1980-1989,,
241962,1980-1989,,
258042,1980-1989,,
234780,1990+,,
265494,1980-1989,,
265495,1990+,,
265496,1980-1989,,
222509,1990+,,
265497,1979-,,
226463,1980-1989,,
265498,1980-1989,,
254346,1980-1989,,
252087,1980-1989,,
265500,1990+,,
260488,1980-1989,,
265501,1980-1989,,
235912,1980-1989,,
265267,1980-1989,,
265502,1980-1989,,
247460,1980-1989,,
265503,1990+,,
254679,1980-1989,,
265505,1990+,,
240590,1980-1989,,
227507,1980-1989,,
242554,1980-1989,,
265506,1980-1989,,
265507,1980-1989,,
265508,1990+,,
248357,1980-1989,,
207983,1990+,,
238128,1980-1989,,
208017,1980-1989,,
265509,1990+,,
265510,1980-1989,,
213168,1980-1989,,
265511,1980-1989,,
265512,1990+,,
195747,1980-1989,,
243838,1980-1989,,
224565,1980-1989,,
265513,1980-1989,,
265514,1980-1989,,
265515,1980-1989,,
265516,1980-1989,,
265517,1990+,,
265518,1980-1989,,
263616,1990+,,
255637,1980-1989,,
265519,1990+,,
265520,1980-1989,,
265521,1990+,,
265522,1980-1989,,
259491,1980-1989,,
265523,1980-1989,,
265524,1980-1989,,
232078,1980-1989,,
265525,1980-1989,,
227317,1980-1989,,
265526,1990+,,
223328,1980-1989,,
199410,1980-1989,,
255610,1980-1989,,
263469,1980-1989,,
258701,1980-1989,,
263310,1980-1989,,
263260,1980-1989,,
231076,1980-1989,,
226893,1980-1989,,
265527,1980-1989,,
265528,1980-1989,,
265529,1980-1989,,
248869,1980-1989,,
263194,1980-1989,,
265530,1980-1989,,
265531,1980-1989,,
265532,1980-1989,,
247087,1990+,,
265533,1980-1989,,
234049,1980-1989,,
245556,1990+,,
10518,1980-1989,,
240940,1980-1989,,
245559,1980-1989,,
265534,1980-1989,,
265535,1980-1989,,
265536,1990+,,
265537,1980-1989,,
265538,1990+,,
230968,1980-1989,,
223615,1980-1989,,
265539,1980-1989,,
265540,1980-1989,,
244670,1980-1989,,
265541,1980-1989,,
265542,1979-,,
234774,1980-1989,,
265543,1980-1989,,
265544,1980-1989,,
265545,1980-1989,,
265546,1980-1989,,
246706,1980-1989,,
262353,1990+,,
235965,1980-1989,,
265547,1980-1989,,
260786,1980-1989,,
265548,1980-1989,,
259409,1980-1989,,
265549,1980-1989,,
265550,1990+,,
230119,1990+,,
264169,1980-1989,,
227014,1980-1989,,
265551,1980-1989,,
233815,1980-1989,,
265552,1980-1989,,
230324,1980-1989,,
259904,1980-1989,,
247335,1980-1989,,
265553,1980-1989,,
265554,1980-1989,,
213238,1980-1989,,
265555,1980-1989,,
250096,1990+,,
223412,1980-1989,,
262520,1990+,,
258872,1980-1989,,
247986,1980-1989,,
230385,1980-1989,,
259424,1980-1989,,
242445,1980-1989,,
265556,1980-1989,,
265557,1980-1989,,
232972,1990+,,
221249,1980-1989,,
265558,1980-1989,,
241338,1980-1989,,
265559,1980-1989,,
265560,1980-1989,,
265561,1980-1989,,
247472,1980-1989,,
265562,1980-1989,,
230353,1980-1989,,
265563,1980-1989,,
263603,1980-1989,,
254812,1980-1989,,
249942,1980-1989,,
230337,1980-1989,,
265564,1980-1989,,
265565,1980-1989,,
241994,1980-1989,,
199763,1980-1989,,
265566,1980-1989,,
222479,1980-1989,,
265567,1980-1989,,
249761,1980-1989,,
251798,1980-1989,,
248054,1980-1989,,
265568,1980-1989,,
235623,1990+,,
236879,1980-1989,,
254877,1980-1989,,
265569,1980-1989,,
265570,1980-1989,,
265571,1980-1989,,
265572,1980-1989,,
265573,1980-1989,,
243317,1980-1989,,
260147,1980-1989,,
265574,1980-1989,,
265575,1980-1989,,
226170,1990+,,
253725,1980-1989,,
265576,1980-1989,,
258583,1980-1989,,
242431,1980-1989,,
265577,1980-1989,,
249943,1980-1989,,
259760,1980-1989,,
199123,1980-1989,,
265578,1980-1989,,
265579,1980-1989,,
265580,1980-1989,,
265581,1980-1989,,
258200,1980-1989,,
235894,1980-1989,,
265582,1990+,,
264854,1980-1989,,
265583,1980-1989,,
265584,1980-1989,,
265585,1980-1989,,
255043,1980-1989,,
235421,1990+,,
226733,1980-1989,,
259748,1990+,,
265586,1990+,,
223317,1980-1989,,
224941,1980-1989,,
265587,1980-1989,,
265588,1980-1989,,
248044,1980-1989,,
263307,1980-1989,,
258905,1980-1989,,
199363,1980-1989,,
235213,1980-1989,,
265589,1980-1989,,
265590,1980-1989,,
238699,1980-1989,,
265591,1980-1989,,
254112,1980-1989,,
265592,1979-,,
245161,1980-1989,,
230118,1980-1989,,
265593,1980-1989,,
260981,1990+,,
265594,1980-1989,,
265595,1980-1989,,
197577,1980-1989,,
248188,1980-1989,,
244341,1980-1989,,
249947,1980-1989,,
240007,1980-1989,,
265596,1980-1989,,
265597,1980-1989,,
242077,1990+,,
265598,1980-1989,,
265599,1980-1989,,
265600,1990+,,
247677,1980-1989,,
265601,1980-1989,,
237734,1980-1989,,
265602,1980-1989,,
265603,1980-1989,,
257315,1980-1989,,
265604,1980-1989,,
264920,1980-1989,,
200154,1980-1989,,
230354,1980-1989,,
260658,1980-1989,,
265605,1980-1989,,
264261,1980-1989,,
265606,1980-1989,,
254125,1980-1989,,
265607,1990+,,
256496,1980-1989,,
247452,1980-1989,,
265608,1980-1989,,
230269,1980-1989,,
265609,1990+,,
264378,1980-1989,,
231077,1980-1989,,
265610,1980-1989,,
253739,1980-1989,,
259858,1980-1989,,
265611,1980-1989,,
241350,1980-1989,,
265612,1980-1989,,
265613,1980-1989,,
249688,1980-1989,,
265283,1980-1989,,
256359,1980-1989,,
67274,1990+,,
214689,1980-1989,,
265614,1980-1989,,
265615,1990+,,
258197,1980-1989,,
259058,1980-1989,,
262711,1980-1989,,
265616,1990+,,
258019,1980-1989,,
265617,1990+,,
265618,1980-1989,,
246044,1980-1989,,
265619,1990+,,
259556,1980-1989,,
265620,1990+,,
225136,1980-1989,,
265621,1980-1989,,
211615,1980-1989,,
209168,1980-1989,,
232438,1980-1989,,
244381,1990+,,
263213,1980-1989,,
265623,1980-1989,,
265624,1980-1989,,
210486,1980-1989,,
265625,1980-1989,,
261378,1980-1989,,
265626,1980-1989,,
253963,1980-1989,,
248585,1980-1989,,
199879,1980-1989,,
251422,1980-1989,,
265628,1980-1989,,
265629,1980-1989,,
263648,1990+,,
265630,1980-1989,,
265631,1979-,,
265632,1980-1989,,
211044,1990+,,
235429,1980-1989,,
236693,1980-1989,,
265633,1980-1989,,
259701,1980-1989,,
265634,1990+,,
262021,1980-1989,,
240018,1980-1989,,
240595,1980-1989,,
265635,1980-1989,,
265636,1980-1989,,
230036,1980-1989,,
258485,1980-1989,,
232424,1980-1989,,
258958,1980-1989,,
265637,1980-1989,,
265638,1980-1989,,
265639,1980-1989,,
233364,1980-1989,,
217538,1980-1989,,
265640,1980-1989,,
265641,1980-1989,,
256336,1980-1989,,
224374,1980-1989,,
256158,1980-1989,,
253894,1980-1989,,
246613,1980-1989,,
265642,1990+,,
265643,1990+,,
265644,1980-1989,,
236069,1980-1989,,
265645,1980-1989,,
235635,1990+,,
243152,1980-1989,,
239702,1980-1989,,
230336,1980-1989,,
234931,1980-1989,,
265646,1990+,,
265647,1980-1989,,
265648,1980-1989,,
242544,1980-1989,,
265649,1980-1989,,
265650,1980-1989,,
265651,1980-1989,,
254329,1980-1989,,
265652,1980-1989,,
223422,1980-1989,,
235523,1980-1989,,
265653,1980-1989,,
246573,1980-1989,,
265654,1980-1989,,
242428,1980-1989,,
262444,1980-1989,,
265655,1980-1989,,
253945,1980-1989,,
243060,1980-1989,,
246980,1980-1989,,
254354,1980-1989,,
221982,1980-1989,,
231174,1990+,,
236722,1980-1989,,
238686,1980-1989,,
242821,1980-1989,,
265656,1980-1989,,
220572,1980-1989,,
235184,1980-1989,,
252384,1980-1989,,
241492,1980-1989,,
260030,1990+,,
265657,1990+,,
265658,1990+,,
259135,1990+,,
265659,1980-1989,,
265660,1980-1989,,
260198,1980-1989,,
248355,1990+,,
265661,1980-1989,,
265662,1980-1989,,
265663,1980-1989,,
226105,1990+,,
265664,1980-1989,,
232422,1990+,,
258676,1980-1989,,
237294,1980-1989,,
254084,1980-1989,,
265665,1980-1989,,
265666,1980-1989,,
254340,1980-1989,,
265667,1980-1989,,
246319,1990+,,
247014,1980-1989,,
195180,1980-1989,,
265668,1990+,,
240459,1980-1989,,
236731,1980-1989,,
262963,1990+,,
258328,1980-1989,,
265669,1990+,,
265670,1990+,,
265671,1990+,,
265672,1980-1989,,
218262,1980-1989,,
265673,1980-1989,,
235326,1980-1989,,
241547,1990+,,
249214,1980-1989,,
230952,1980-1989,,
265674,1990+,,
265675,1990+,,
265677,1980-1989,,
265678,1980-1989,,
247159,1980-1989,,
265310,1980-1989,,
265679,1980-1989,,
208959,1980-1989,,
259899,1980-1989,,
246587,1980-1989,,
248850,1980-1989,,
265680,1980-1989,,
265681,1990+,,
247271,1980-1989,,
258862,1980-1989,,
265682,1980-1989,,
265683,1980-1989,,
244715,1980-1989,,
232540,1980-1989,,
265684,1980-1989,,
195619,1980-1989,,
260964,1980-1989,,
265685,1980-1989,,
265686,1980-1989,,
245772,1980-1989,,
265687,1980-1989,,
265688,1980-1989,,
232539,1980-1989,,
265689,1980-1989,,
265690,1980-1989,,
265691,1980-1989,,
247085,1980-1989,,
223757,1980-1989,,
265692,1990+,,
265693,1980-1989,,
265694,1990+,,
265695,1990+,,
234956,1980-1989,,
265696,1980-1989,,
227112,1980-1989,,
258333,1990+,,
235035,1980-1989,,
260532,1980-1989,,
214055,1980-1989,,
265268,1990+,,
237791,1980-1989,,
240583,1979-,,
265697,1980-1989,,
265351,1990+,,
265698,1980-1989,,
242164,1990+,,
265699,1980-1989,,
259881,1980-1989,,
248980,1980-1989,,
265700,1990+,,
226876,1980-1989,,
239587,1980-1989,,
265701,1990+,,
254987,1980-1989,,
265702,1990+,,
265703,1990+,,
265704,1990+,,
265705,1980-1989,,
256262,1990+,,
235681,1980-1989,,
265706,1980-1989,,
265707,1990+,,
265708,1980-1989,,
232502,1980-1989,,
248566,1990+,,
216063,1980-1989,,
263566,1980-1989,,
248546,1980-1989,,
258041,1980-1989,,
265709,1980-1989,,
265710,1980-1989,,
265711,1980-1989,,
265713,1980-1989,,
265714,1980-1989,,
265715,1980-1989,,
247193,1980-1989,,
225145,1990+,,
205236,1980-1989,,
265716,1980-1989,,
235492,1990+,,
258488,1980-1989,,
237412,1990+,,
265717,1980-1989,,
265718,1980-1989,,
233729,1980-1989,,
265719,1980-1989,,
213144,1980-1989,,
265720,1980-1989,,
265721,1980-1989,,
254596,1990+,,
230286,1980-1989,,
265722,1980-1989,,
265723,1980-1989,,
265724,1980-1989,,
264395,1980-1989,,
245620,1980-1989,,
233822,1980-1989,,
220004,1979-,,
265725,1980-1989,,
224687,1980-1989,,
265726,1990+,,
265727,1980-1989,,
230011,1980-1989,,
265728,1980-1989,,
257803,1980-1989,,
247397,1980-1989,,
265729,1990+,,
233489,1990+,,
265730,1980-1989,,
221520,1980-1989,,
265731,1990+,,
258894,1980-1989,,
232454,1980-1989,,
253652,1990+,,
235648,1980-1989,,
265732,1980-1989,,
265733,1980-1989,,
265734,1980-1989,,
243512,1980-1989,,
247326,1980-1989,,
228301,1980-1989,,
265735,1980-1989,,
265736,1980-1989,,
242832,1980-1989,,
265737,1980-1989,,
265738,1980-1989,,
265739,1980-1989,,
265740,1980-1989,,
265741,1980-1989,,
265742,1980-1989,,
248283,1980-1989,,
265743,1980-1989,,
265744,1990+,,
263704,1990+,,
232847,1980-1989,,
255495,1980-1989,,
265745,1980-1989,,
265746,1980-1989,,
260292,1980-1989,,
265747,1980-1989,,
258161,1980-1989,,
265748,1980-1989,,
265749,1980-1989,,
230008,1980-1989,,
265751,1980-1989,,
265752,1990+,,
265753,1990+,,
249350,1980-1989,,
265754,1980-1989,,
255476,1980-1989,,
260533,1990+,,
244713,1980-1989,,
257328,1980-1989,,
253677,1980-1989,,
240479,1990+,,
249689,1980-1989,,
265755,1980-1989,,
265756,1980-1989,,
265757,1980-1989,,
260961,1980-1989,,
265758,1980-1989,,
230971,1990+,,
228299,1990+,,
265759,1980-1989,,
265760,1980-1989,,
246585,1980-1989,,
265761,1980-1989,,
265762,1990+,,
223410,1980-1989,,
254184,1980-1989,,
265763,1990+,,
265764,1980-1989,,
252492,1980-1989,,
240398,1980-1989,,
254935,1990+,,
265765,1990+,,
265766,1980-1989,,
265767,1980-1989,,
265768,1980-1989,,
263694,1980-1989,,
254256,1990+,,
197651,1980-1989,,
249965,1980-1989,,
265769,1980-1989,,
235249,1980-1989,,
239146,1980-1989,,
225083,1980-1989,,
265770,1980-1989,,
265771,1990+,,
263666,1980-1989,,
243143,1980-1989,,
265772,1980-1989,,
252220,1980-1989,,
265773,1980-1989,,
242643,1980-1989,,
265774,1980-1989,,
232534,1980-1989,,
265775,1980-1989,,
265245,1980-1989,,
243330,1980-1989,,
230341,1980-1989,,
223569,1980-1989,,
265776,1979-,,
265331,1980-1989,,
232511,1990+,,
265777,1980-1989,,
252218,1980-1989,,
265778,1980-1989,,
265779,1990+,,
227941,1980-1989,,
233181,1980-1989,,
223267,1980-1989,,
265780,1980-1989,,
263811,1980-1989,,
265781,1980-1989,,
265782,1979-,,
265783,1980-1989,,
265784,1980-1989,,
265785,1980-1989,,
265786,1980-1989,,
255419,1980-1989,,
256159,1990+,,
258907,1980-1989,,
233627,1980-1989,,
246643,1990+,,
257513,1980-1989,,
265787,1980-1989,,
248178,1980-1989,,
223512,1990+,,
235895,1980-1989,,
265788,1980-1989,,
224683,1980-1989,,
263686,1990+,,
252774,1980-1989,,
265789,1990+,,
265790,1980-1989,,
265791,1980-1989,,
265792,1980-1989,,
201199,1990+,,
265793,1980-1989,,
233400,1980-1989,,
261789,1980-1989,,
233416,1980-1989,,
265795,1980-1989,,
265796,1980-1989,,
265797,1980-1989,,
248096,1980-1989,,
265798,1980-1989,,
265799,1980-1989,,
265800,1980-1989,,
265801,1980-1989,,
230309,1980-1989,,
265802,1990+,,
247082,1980-1989,,
254830,1980-1989,,
239598,1980-1989,,
265803,1980-1989,,
265804,1980-1989,,
239933,1980-1989,,
247114,1980-1989,,
232453,1980-1989,,
265805,1980-1989,,
265806,1990+,,
226993,1980-1989,,
226423,1980-1989,,
261843,1980-1989,,
265807,1980-1989,,
262112,1980-1989,,
265808,1980-1989,,
263587,1980-1989,,
265809,1990+,,
265810,1990+,,
249202,1980-1989,,
265811,1990+,,
265812,1980-1989,,
256452,1980-1989,,
254356,1990+,,
249774,1980-1989,,
217995,1980-1989,,
201287,1980-1989,,
265813,1980-1989,,
243298,1980-1989,,
265814,1980-1989,,
248918,1980-1989,,
265815,1980-1989,,
253905,1980-1989,,
226485,1980-1989,,
265816,1990+,,
265817,1980-1989,,
256389,1980-1989,,
206139,1980-1989,,
252093,1980-1989,,
239955,1980-1989,,
256527,1980-1989,,
265818,1980-1989,,
265819,1980-1989,,
256187,1980-1989,,
265820,1980-1989,,
226361,1980-1989,,
264847,1980-1989,,
265821,1980-1989,,
256062,1980-1989,,
246732,1980-1989,,
259709,1980-1989,,
265822,1980-1989,,
45376,1980-1989,,
265823,1990+,,
254384,1980-1989,,
254736,1990+,,
264984,1980-1989,,
243361,1980-1989,,
265824,1980-1989,,
265825,1980-1989,,
63307,1980-1989,,
265826,1980-1989,,
264845,1980-1989,,
265827,1980-1989,,
238697,1980-1989,,
235680,1980-1989,,
265829,1980-1989,,
265830,1980-1989,,
265831,1980-1989,,
230343,1980-1989,,
258568,1990+,,
265832,1980-1989,,
265833,1990+,,
240062,1990+,,
260085,1980-1989,,
245625,1980-1989,,
265834,1980-1989,,
264410,1990+,,
217616,1980-1989,,
219262,1980-1989,,
263610,1980-1989,,
265835,1980-1989,,
265836,1980-1989,,
260235,1980-1989,,
264269,1980-1989,,
226406,1980-1989,,
242451,1980-1989,,
265837,1980-1989,,
236891,1980-1989,,
265838,1990+,,
265839,1980-1989,,
265840,1990+,,
265841,1980-1989,,
238246,1990+,,
265842,1980-1989,,
218722,1980-1989,,
265843,1980-1989,,
236774,1980-1989,,
225013,1980-1989,,
265844,1980-1989,,
207450,1990+,,
265845,1980-1989,,
249200,1980-1989,,
265846,1980-1989,,
225176,1980-1989,,
239589,1980-1989,,
265847,1980-1989,,
265848,1990+,,
265849,1980-1989,,
252458,1980-1989,,
240667,1980-1989,,
243310,1980-1989,,
265850,1980-1989,,
224118,1980-1989,,
265851,1980-1989,,
244888,1980-1989,,
264420,1980-1989,,
265852,1980-1989,,
263058,1980-1989,,
265853,1980-1989,,
265854,1980-1989,,
265855,1980-1989,,
260759,1980-1989,,
265856,1990+,,
258447,1980-1989,,
258921,1980-1989,,
250049,1980-1989,,
265858,1980-1989,,
265859,1990+,,
265175,1980-1989,,
265860,1990+,,
263606,1990+,,
239701,1980-1989,,
265861,1980-1989,,
260187,1980-1989,,
256391,1980-1989,,
263689,1980-1989,,
265862,1980-1989,,
265863,1980-1989,,
248715,1980-1989,,
265864,1980-1989,,
213028,1980-1989,,
233757,1980-1989,,
224815,1980-1989,,
232530,1980-1989,,
242602,1990+,,
235050,1990+,,
65301,1990+,,
264963,1980-1989,,
265865,1980-1989,,
242734,1980-1989,,
233665,1980-1989,,
255051,1980-1989,,
265866,1980-1989,,
265867,1990+,,
265868,1980-1989,,
247318,1980-1989,,
245582,1980-1989,,
233418,1980-1989,,
206499,1980-1989,,
252097,1990+,,
265869,1980-1989,,
265870,1980-1989,,
265871,1980-1989,,
265872,1990+,,
265873,1980-1989,,
223301,1980-1989,,
262262,1990+,,
265874,1990+,,
233675,1990+,,
257548,1980-1989,,
265875,1980-1989,,
260838,1980-1989,,
255632,1980-1989,,
265876,1980-1989,,
265877,1980-1989,,
265878,1980-1989,,
265879,1990+,,
247882,1990+,,
236712,1980-1989,,
265880,1980-1989,,
264421,1980-1989,,
240457,1980-1989,,
265881,1980-1989,,
223409,1980-1989,,
265882,1980-1989,,
235031,1980-1989,,
247517,1980-1989,,
265883,1980-1989,,
265884,1980-1989,,
265885,1980-1989,,
265886,1980-1989,,
257815,1980-1989,,
265887,1980-1989,,
243439,1980-1989,,
259767,1990+,,
265888,1980-1989,,
261396,1980-1989,,
253817,1980-1989,,
265889,1980-1989,,
263053,1990+,,
248547,1980-1989,,
256148,1980-1989,,
254246,1980-1989,,
265890,1980-1989,,
265891,1990+,,
265892,1980-1989,,
265893,1990+,,
265894,1990+,,
259188,1980-1989,,
248607,1980-1989,,
237724,1980-1989,,
258312,1980-1989,,
265895,1980-1989,,
246638,1980-1989,,
265896,1990+,,
260767,1980-1989,,
259399,1980-1989,,
265897,1990+,,
256346,1980-1989,,
265898,1980-1989,,
265899,1980-1989,,
265900,1990+,,
264357,1990+,,
265901,1980-1989,,
260121,1980-1989,,
265902,1980-1989,,
265903,1980-1989,,
250039,1990+,,
265904,1980-1989,,
235618,1990+,,
260069,1980-1989,,
258295,1980-1989,,
263094,1980-1989,,
265905,1980-1989,,
258578,1980-1989,,
265906,1980-1989,,
265907,1980-1989,,
265908,1980-1989,,
265909,1980-1989,,
242143,1980-1989,,
