id,age,gender,location
208222,1980-1989,m,华北
265407,1980-1989,m,华北
265408,1980-1989,m,华北
205909,1980-1989,m,华北
228029,1980-1989,m,华北
265409,1980-1989,m,华北
265410,1980-1989,m,华北
224505,1980-1989,m,华北
211129,1980-1989,m,华北
265411,1980-1989,m,华北
265412,1980-1989,m,华北
265413,1980-1989,m,华北
246961,1980-1989,m,华北
264356,1980-1989,m,华北
260641,1980-1989,m,华北
254952,1980-1989,m,华北
234139,1980-1989,m,华北
265414,1980-1989,m,华北
234965,1980-1989,m,华北
265415,1980-1989,m,华北
254039,1980-1989,m,华北
265416,1980-1989,m,华北
265417,1980-1989,m,华北
265418,1980-1989,m,华北
239189,1980-1989,m,华北
237799,1980-1989,m,华北
233158,1980-1989,m,华北
265419,1980-1989,m,华北
231009,1980-1989,m,华北
254965,1980-1989,m,华北
263238,1980-1989,m,华北
233524,1980-1989,m,华北
238239,1980-1989,m,华北
243320,1980-1989,m,华北
265420,1980-1989,m,华北
263687,1980-1989,m,华北
265421,1980-1989,m,华北
265422,1980-1989,m,华北
265423,1980-1989,m,华北
232479,1980-1989,m,华北
259928,1980-1989,m,华北
265424,1980-1989,m,华北
265425,1980-1989,m,华北
225138,1980-1989,m,华北
265426,1980-1989,m,华北
256508,1980-1989,m,华北
238718,1980-1989,m,华北
227018,1980-1989,m,华北
265427,1980-1989,m,华北
262492,1980-1989,m,华北
265428,1980-1989,m,华北
256037,1980-1989,m,华北
265429,1980-1989,m,华北
265430,1980-1989,m,华北
265431,1980-1989,m,华北
248360,1980-1989,m,华北
265432,1980-1989,m,华北
265433,1980-1989,m,华北
238672,1980-1989,m,华北
265434,1980-1989,m,华北
217532,1980-1989,m,华北
234979,1980-1989,m,华北
265435,1980-1989,m,华北
265436,1980-1989,m,华北
263519,1980-1989,m,华北
234871,1980-1989,m,华北
259689,1980-1989,m,华北
248811,1980-1989,m,华北
265437,1980-1989,m,华北
265438,1980-1989,m,华北
242162,1980-1989,m,华北
229501,1980-1989,m,华北
220599,1980-1989,m,华北
265296,1980-1989,m,华北
258716,1980-1989,m,华北
265439,1980-1989,m,华北
241496,1980-1989,m,华北
265440,1980-1989,m,华北
258316,1980-1989,m,华北
228232,1980-1989,m,华北
265347,1980-1989,m,华北
265292,1980-1989,m,华北
236788,1980-1989,m,华北
265441,1980-1989,m,华北
245111,1980-1989,m,华北
265442,1980-1989,m,华北
244357,1980-1989,m,华北
216084,1980-1989,m,华北
265443,1980-1989,m,华北
262534,1980-1989,m,华北
204980,1980-1989,m,华北
265444,1980-1989,m,华北
235865,1980-1989,m,华北
265445,1980-1989,m,华北
235676,1980-1989,m,华北
245718,1980-1989,m,华北
265446,1980-1989,m,华北
226352,1980-1989,m,华北
248614,1980-1989,m,华北
233419,1980-1989,m,华北
265447,1980-1989,m,华北
265448,1980-1989,m,华北
265449,1980-1989,m,华北
238682,1980-1989,m,华北
235493,1980-1989,m,华北
265450,1980-1989,m,华北
232433,1980-1989,m,华北
259198,1980-1989,m,华北
246927,1980-1989,m,华北
259425,1980-1989,m,华北
238814,1980-1989,m,华北
261855,1980-1989,m,华北
244343,1980-1989,m,华北
258576,1980-1989,m,华北
264415,1980-1989,m,华北
258876,1980-1989,m,华北
265451,1980-1989,m,华北
213664,1980-1989,m,华北
237794,1980-1989,m,华北
244796,1980-1989,m,华北
253601,1980-1989,m,华北
260294,1980-1989,m,华北
265452,1980-1989,m,华北
265453,1980-1989,m,华北
231967,1980-1989,m,华北
265454,1980-1989,m,华北
265455,1980-1989,m,华北
247449,1980-1989,m,华北
247179,1980-1989,m,华北
221486,1980-1989,m,华北
241366,1980-1989,m,华北
238776,1980-1989,m,华北
263641,1980-1989,m,华北
265456,1980-1989,m,华北
195673,1980-1989,m,华北
265457,1980-1989,m,华北
26233,1980-1989,m,华北
265458,1980-1989,m,华北
265459,1980-1989,m,华北
254628,1980-1989,m,华北
235220,1980-1989,m,华北
265460,1980-1989,m,华北
261796,1980-1989,m,华北
265461,1980-1989,m,华北
254789,1980-1989,m,华北
224527,1980-1989,m,华北
265462,1980-1989,m,华北
236713,1980-1989,m,华北
265463,1980-1989,m,华北
195048,1980-1989,m,华北
263305,1980-1989,m,华北
265464,1980-1989,m,华北
235663,1980-1989,m,华北
249986,1980-1989,m,华北
265466,1980-1989,m,华北
265467,1980-1989,m,华北
260052,1980-1989,m,华北
265468,1980-1989,m,华北
265469,1980-1989,m,华北
265470,1980-1989,m,华北
235151,1980-1989,m,华北
214013,1980-1989,m,华北
265471,1980-1989,m,华北
265472,1980-1989,m,华北
265473,1980-1989,m,华北
265474,1980-1989,m,华北
265475,1980-1989,m,华北
265476,1980-1989,m,华北
216472,1980-1989,m,华北
265477,1980-1989,m,华北
213900,1980-1989,m,华北
232070,1980-1989,m,华北
265478,1980-1989,m,华北
234044,1980-1989,m,华北
265479,1980-1989,m,华北
256407,1980-1989,m,华北
258170,1980-1989,m,华北
262952,1980-1989,m,华北
249294,1980-1989,m,华北
9534,1980-1989,m,华北
248813,1980-1989,m,华北
260775,1980-1989,m,华北
261400,1980-1989,m,华北
249330,1980-1989,m,华北
242283,1980-1989,m,华北
237348,1980-1989,m,华北
235938,1980-1989,m,华北
265481,1980-1989,m,华北
237849,1980-1989,m,华北
259391,1980-1989,m,华北
224673,1980-1989,m,华北
265482,1980-1989,m,华北
246046,1980-1989,m,华北
243519,1980-1989,m,华北
265483,1980-1989,m,华北
265484,1980-1989,m,华北
265485,1980-1989,m,华北
265486,1980-1989,m,华北
239585,1980-1989,m,华北
233404,1980-1989,m,华北
265487,1980-1989,m,华北
235625,1980-1989,m,华北
256217,1980-1989,m,华北
246041,1980-1989,m,华北
254167,1980-1989,m,华北
238281,1980-1989,m,华北
252486,1980-1989,m,华北
262536,1980-1989,m,华北
248608,1980-1989,m,华北
226248,1980-1989,m,华北
231081,1980-1989,m,华北
262482,1980-1989,m,华北
265488,1980-1989,m,华北
258793,1980-1989,m,华北
242129,1980-1989,m,华北
216482,1980-1989,m,华北
265489,1980-1989,m,华北
261857,1980-1989,m,华北
259256,1980-1989,m,华北
265490,1980-1989,m,华北
248903,1980-1989,m,华北
231196,1980-1989,m,华北
253897,1980-1989,m,华北
219169,1980-1989,m,华北
265491,1980-1989,m,华北
248172,1980-1989,m,华北
262973,1980-1989,m,华北
265492,1980-1989,m,华北
255573,1980-1989,m,华北
265493,1980-1989,m,华北
241962,1980-1989,m,华北
258042,1980-1989,m,华北
234780,1980-1989,m,华北
265494,1980-1989,m,华北
265495,1980-1989,m,华北
265496,1980-1989,m,华北
222509,1980-1989,m,华北
265497,1980-1989,m,华北
226463,1980-1989,m,华北
265498,1980-1989,m,华北
254346,1980-1989,m,华北
252087,1980-1989,m,华北
265500,1980-1989,m,华北
260488,1980-1989,m,华北
265501,1980-1989,m,华北
235912,1980-1989,m,华北
265267,1980-1989,m,华北
265502,1980-1989,m,华北
247460,1980-1989,m,华北
265503,1980-1989,m,华北
254679,1980-1989,m,华北
265505,1980-1989,m,华北
240590,1980-1989,m,华北
227507,1980-1989,m,华北
242554,1980-1989,m,华北
265506,1980-1989,m,华北
265507,1980-1989,m,华北
265508,1980-1989,m,华北
248357,1980-1989,m,华北
207983,1980-1989,m,华北
238128,1980-1989,m,华北
208017,1980-1989,m,华北
265509,1980-1989,m,华北
265510,1980-1989,m,华北
213168,1980-1989,m,华北
265511,1980-1989,m,华北
265512,1980-1989,m,华北
195747,1980-1989,m,华北
243838,1980-1989,m,华北
224565,1980-1989,m,华北
265513,1980-1989,m,华北
265514,1980-1989,m,华北
265515,1980-1989,m,华北
265516,1980-1989,m,华北
265517,1980-1989,m,华北
265518,1980-1989,m,华北
263616,1980-1989,m,华北
255637,1980-1989,m,华北
265519,1980-1989,m,华北
265520,1980-1989,m,华北
265521,1980-1989,m,华北
265522,1980-1989,m,华北
259491,1980-1989,m,华北
265523,1980-1989,m,华北
265524,1980-1989,m,华北
232078,1980-1989,m,华北
265525,1980-1989,m,华北
227317,1980-1989,m,华北
265526,1980-1989,m,华北
223328,1980-1989,m,华北
199410,1980-1989,m,华北
255610,1980-1989,m,华北
263469,1980-1989,m,华北
258701,1980-1989,m,华北
263310,1980-1989,m,华北
263260,1980-1989,m,华北
231076,1980-1989,m,华北
226893,1980-1989,m,华北
265527,1980-1989,m,华北
265528,1980-1989,m,华北
265529,1980-1989,m,华北
248869,1980-1989,m,华北
263194,1980-1989,m,华北
265530,1980-1989,m,华北
265531,1980-1989,m,华北
265532,1980-1989,m,华北
247087,1980-1989,m,华北
265533,1980-1989,m,华北
234049,1980-1989,m,华北
245556,1980-1989,m,华北
10518,1980-1989,m,华北
240940,1980-1989,m,华北
245559,1980-1989,m,华北
265534,1980-1989,m,华北
265535,1980-1989,m,华北
265536,1980-1989,m,华北
265537,1980-1989,m,华北
265538,1980-1989,m,华北
230968,1980-1989,m,华北
223615,1980-1989,m,华北
265539,1980-1989,m,华北
265540,1980-1989,m,华北
244670,1980-1989,m,华北
265541,1980-1989,m,华北
265542,1980-1989,m,华北
234774,1980-1989,m,华北
265543,1980-1989,m,华北
265544,1980-1989,m,华北
265545,1980-1989,m,华北
265546,1980-1989,m,华北
246706,1980-1989,m,华北
262353,1980-1989,m,华北
235965,1980-1989,m,华北
265547,1980-1989,m,华北
260786,1980-1989,m,华北
265548,1980-1989,m,华北
259409,1980-1989,m,华北
265549,1980-1989,m,华北
265550,1980-1989,m,华北
230119,1980-1989,m,华北
264169,1980-1989,m,华北
227014,1980-1989,m,华北
265551,1980-1989,m,华北
233815,1980-1989,m,华北
265552,1980-1989,m,华北
230324,1980-1989,m,华北
259904,1980-1989,m,华北
247335,1980-1989,m,华北
265553,1980-1989,m,华北
265554,1980-1989,m,华北
213238,1980-1989,m,华北
265555,1980-1989,m,华北
250096,1980-1989,m,华北
223412,1980-1989,m,华北
262520,1980-1989,m,华北
258872,1980-1989,m,华北
247986,1980-1989,m,华北
230385,1980-1989,m,华北
259424,1980-1989,m,华北
242445,1980-1989,m,华北
265556,1980-1989,m,华北
265557,1980-1989,m,华北
232972,1980-1989,m,华北
221249,1980-1989,m,华北
265558,1980-1989,m,华北
241338,1980-1989,m,华北
265559,1980-1989,m,华北
265560,1980-1989,m,华北
265561,1980-1989,m,华北
247472,1980-1989,m,华北
265562,1980-1989,m,华北
230353,1980-1989,m,华北
265563,1980-1989,m,华北
263603,1980-1989,m,华北
254812,1980-1989,m,华北
249942,1980-1989,m,华北
230337,1980-1989,m,华北
265564,1980-1989,m,华北
265565,1980-1989,m,华北
241994,1980-1989,m,华北
199763,1980-1989,m,华北
265566,1980-1989,m,华北
222479,1980-1989,m,华北
265567,1980-1989,m,华北
249761,1980-1989,m,华北
251798,1980-1989,m,华北
248054,1980-1989,m,华北
265568,1980-1989,m,华北
235623,1980-1989,m,华北
236879,1980-1989,m,华北
254877,1980-1989,m,华北
265569,1980-1989,m,华北
265570,1980-1989,m,华北
265571,1980-1989,m,华北
265572,1980-1989,m,华北
265573,1980-1989,m,华北
243317,1980-1989,m,华北
260147,1980-1989,m,华北
265574,1980-1989,m,华北
265575,1980-1989,m,华北
226170,1980-1989,m,华北
253725,1980-1989,m,华北
265576,1980-1989,m,华北
258583,1980-1989,m,华北
242431,1980-1989,m,华北
265577,1980-1989,m,华北
249943,1980-1989,m,华北
259760,1980-1989,m,华北
199123,1980-1989,m,华北
265578,1980-1989,m,华北
265579,1980-1989,m,华北
265580,1980-1989,m,华北
265581,1980-1989,m,华北
258200,1980-1989,m,华北
235894,1980-1989,m,华北
265582,1980-1989,m,华北
264854,1980-1989,m,华北
265583,1980-1989,m,华北
265584,1980-1989,m,华北
265585,1980-1989,m,华北
255043,1980-1989,m,华北
235421,1980-1989,m,华北
226733,1980-1989,m,华北
259748,1980-1989,m,华北
265586,1980-1989,m,华北
223317,1980-1989,m,华北
224941,1980-1989,m,华北
265587,1980-1989,m,华北
265588,1980-1989,m,华北
248044,1980-1989,m,华北
263307,1980-1989,m,华北
258905,1980-1989,m,华北
199363,1980-1989,m,华北
235213,1980-1989,m,华北
265589,1980-1989,m,华北
265590,1980-1989,m,华北
238699,1980-1989,m,华北
265591,1980-1989,m,华北
254112,1980-1989,m,华北
265592,1980-1989,m,华北
245161,1980-1989,m,华北
230118,1980-1989,m,华北
265593,1980-1989,m,华北
260981,1980-1989,m,华北
265594,1980-1989,m,华北
265595,1980-1989,m,华北
197577,1980-1989,m,华北
248188,1980-1989,m,华北
244341,1980-1989,m,华北
249947,1980-1989,m,华北
240007,1980-1989,m,华北
265596,1980-1989,m,华北
265597,1980-1989,m,华北
242077,1980-1989,m,华北
265598,1980-1989,m,华北
265599,1980-1989,m,华北
265600,1980-1989,m,华北
247677,1980-1989,m,华北
265601,1980-1989,m,华北
237734,1980-1989,m,华北
265602,1980-1989,m,华北
265603,1980-1989,m,华北
257315,1980-1989,m,华北
265604,1980-1989,m,华北
264920,1980-1989,m,华北
200154,1980-1989,m,华北
230354,1980-1989,m,华北
260658,1980-1989,m,华北
265605,1980-1989,m,华北
264261,1980-1989,m,华北
265606,1980-1989,m,华北
254125,1980-1989,m,华北
265607,1980-1989,m,华北
256496,1980-1989,m,华北
247452,1980-1989,m,华北
265608,1980-1989,m,华北
230269,1980-1989,m,华北
265609,1980-1989,m,华北
264378,1980-1989,m,华北
231077,1980-1989,m,华北
265610,1980-1989,m,华北
253739,1980-1989,m,华北
259858,1980-1989,m,华北
265611,1980-1989,m,华北
241350,1980-1989,m,华北
265612,1980-1989,m,华北
265613,1980-1989,m,华北
249688,1980-1989,m,华北
265283,1980-1989,m,华北
256359,1980-1989,m,华北
67274,1980-1989,m,华北
214689,1980-1989,m,华北
265614,1980-1989,m,华北
265615,1980-1989,m,华北
258197,1980-1989,m,华北
259058,1980-1989,m,华北
262711,1980-1989,m,华北
265616,1980-1989,m,华北
258019,1980-1989,m,华北
265617,1980-1989,m,华北
265618,1980-1989,m,华北
246044,1980-1989,m,华北
265619,1980-1989,m,华北
259556,1980-1989,m,华北
265620,1980-1989,m,华北
225136,1980-1989,m,华北
265621,1980-1989,m,华北
211615,1980-1989,m,华北
209168,1980-1989,m,华北
232438,1980-1989,m,华北
244381,1980-1989,m,华北
263213,1980-1989,m,华北
265623,1980-1989,m,华北
265624,1980-1989,m,华北
210486,1980-1989,m,华北
265625,1980-1989,m,华北
261378,1980-1989,m,华北
265626,1980-1989,m,华北
253963,1980-1989,m,华北
248585,1980-1989,m,华北
199879,1980-1989,m,华北
251422,1980-1989,m,华北
265628,1980-1989,m,华北
265629,1980-1989,m,华北
263648,1980-1989,m,华北
265630,1980-1989,m,华北
265631,1980-1989,m,华北
265632,1980-1989,m,华北
211044,1980-1989,m,华北
235429,1980-1989,m,华北
236693,1980-1989,m,华北
265633,1980-1989,m,华北
259701,1980-1989,m,华北
265634,1980-1989,m,华北
262021,1980-1989,m,华北
240018,1980-1989,m,华北
240595,1980-1989,m,华北
265635,1980-1989,m,华北
265636,1980-1989,m,华北
230036,1980-1989,m,华北
258485,1980-1989,m,华北
232424,1980-1989,m,华北
258958,1980-1989,m,华北
265637,1980-1989,m,华北
265638,1980-1989,m,华北
265639,1980-1989,m,华北
233364,1980-1989,m,华北
217538,1980-1989,m,华北
265640,1980-1989,m,华北
265641,1980-1989,m,华北
256336,1980-1989,m,华北
224374,1980-1989,m,华北
256158,1980-1989,m,华北
253894,1980-1989,m,华北
246613,1980-1989,m,华北
265642,1980-1989,m,华北
265643,1980-1989,m,华北
265644,1980-1989,m,华北
236069,1980-1989,m,华北
265645,1980-1989,m,华北
235635,1980-1989,m,华北
243152,1980-1989,m,华北
239702,1980-1989,m,华北
230336,1980-1989,m,华北
234931,1980-1989,m,华北
265646,1980-1989,m,华北
265647,1980-1989,m,华北
265648,1980-1989,m,华北
242544,1980-1989,m,华北
265649,1980-1989,m,华北
265650,1980-1989,m,华北
265651,1980-1989,m,华北
254329,1980-1989,m,华北
265652,1980-1989,m,华北
223422,1980-1989,m,华北
235523,1980-1989,m,华北
265653,1980-1989,m,华北
246573,1980-1989,m,华北
265654,1980-1989,m,华北
242428,1980-1989,m,华北
262444,1980-1989,m,华北
265655,1980-1989,m,华北
253945,1980-1989,m,华北
243060,1980-1989,m,华北
246980,1980-1989,m,华北
254354,1980-1989,m,华北
221982,1980-1989,m,华北
231174,1980-1989,m,华北
236722,1980-1989,m,华北
238686,1980-1989,m,华北
242821,1980-1989,m,华北
265656,1980-1989,m,华北
220572,1980-1989,m,华北
235184,1980-1989,m,华北
252384,1980-1989,m,华北
241492,1980-1989,m,华北
260030,1980-1989,m,华北
265657,1980-1989,m,华北
265658,1980-1989,m,华北
259135,1980-1989,m,华北
265659,1980-1989,m,华北
265660,1980-1989,m,华北
260198,1980-1989,m,华北
248355,1980-1989,m,华北
265661,1980-1989,m,华北
265662,1980-1989,m,华北
265663,1980-1989,m,华北
226105,1980-1989,m,华北
265664,1980-1989,m,华北
232422,1980-1989,m,华北
258676,1980-1989,m,华北
237294,1980-1989,m,华北
254084,1980-1989,m,华北
265665,1980-1989,m,华北
265666,1980-1989,m,华北
254340,1980-1989,m,华北
265667,1980-1989,m,华北
246319,1980-1989,m,华北
247014,1980-1989,m,华北
195180,1980-1989,m,华北
265668,1980-1989,m,华北
240459,1980-1989,m,华北
236731,1980-1989,m,华北
262963,1980-1989,m,华北
258328,1980-1989,m,华北
265669,1980-1989,m,华北
265670,1980-1989,m,华北
265671,1980-1989,m,华北
265672,1980-1989,m,华北
218262,1980-1989,m,华北
265673,1980-1989,m,华北
235326,1980-1989,m,华北
241547,1980-1989,m,华北
249214,1980-1989,m,华北
230952,1980-1989,m,华北
265674,1980-1989,m,华北
265675,1980-1989,m,华北
265677,1980-1989,m,华北
265678,1980-1989,m,华北
247159,1980-1989,m,华北
265310,1980-1989,m,华北
265679,1980-1989,m,华北
208959,1980-1989,m,华北
259899,1980-1989,m,华北
246587,1980-1989,m,华北
248850,1980-1989,m,华北
265680,1980-1989,m,华北
265681,1980-1989,m,华北
247271,1980-1989,m,华北
258862,1980-1989,m,华北
265682,1980-1989,m,华北
265683,1980-1989,m,华北
244715,1980-1989,m,华北
232540,1980-1989,m,华北
265684,1980-1989,m,华北
195619,1980-1989,m,华北
260964,1980-1989,m,华北
265685,1980-1989,m,华北
265686,1980-1989,m,华北
245772,1980-1989,m,华北
265687,1980-1989,m,华北
265688,1980-1989,m,华北
232539,1980-1989,m,华北
265689,1980-1989,m,华北
265690,1980-1989,m,华北
265691,1980-1989,m,华北
247085,1980-1989,m,华北
223757,1980-1989,m,华北
265692,1980-1989,m,华北
265693,1980-1989,m,华北
265694,1980-1989,m,华北
265695,1980-1989,m,华北
234956,1980-1989,m,华北
265696,1980-1989,m,华北
227112,1980-1989,m,华北
258333,1980-1989,m,华北
235035,1980-1989,m,华北
260532,1980-1989,m,华北
214055,1980-1989,m,华北
265268,1980-1989,m,华北
237791,1980-1989,m,华北
240583,1980-1989,m,华北
265697,1980-1989,m,华北
265351,1980-1989,m,华北
265698,1980-1989,m,华北
242164,1980-1989,m,华北
265699,1980-1989,m,华北
259881,1980-1989,m,华北
248980,1980-1989,m,华北
265700,1980-1989,m,华北
226876,1980-1989,m,华北
239587,1980-1989,m,华北
265701,1980-1989,m,华北
254987,1980-1989,m,华北
265702,1980-1989,m,华北
265703,1980-1989,m,华北
265704,1980-1989,m,华北
265705,1980-1989,m,华北
256262,1980-1989,m,华北
235681,1980-1989,m,华北
265706,1980-1989,m,华北
265707,1980-1989,m,华北
265708,1980-1989,m,华北
232502,1980-1989,m,华北
248566,1980-1989,m,华北
216063,1980-1989,m,华北
263566,1980-1989,m,华北
248546,1980-1989,m,华北
258041,1980-1989,m,华北
265709,1980-1989,m,华北
265710,1980-1989,m,华北
265711,1980-1989,m,华北
265713,1980-1989,m,华北
265714,1980-1989,m,华北
265715,1980-1989,m,华北
247193,1980-1989,m,华北
225145,1980-1989,m,华北
205236,1980-1989,m,华北
265716,1980-1989,m,华北
235492,1980-1989,m,华北
258488,1980-1989,m,华北
237412,1980-1989,m,华北
265717,1980-1989,m,华北
265718,1980-1989,m,华北
233729,1980-1989,m,华北
265719,1980-1989,m,华北
213144,1980-1989,m,华北
265720,1980-1989,m,华北
265721,1980-1989,m,华北
254596,1980-1989,m,华北
230286,1980-1989,m,华北
265722,1980-1989,m,华北
265723,1980-1989,m,华北
265724,1980-1989,m,华北
264395,1980-1989,m,华北
245620,1980-1989,m,华北
233822,1980-1989,m,华北
220004,1980-1989,m,华北
265725,1980-1989,m,华北
224687,1980-1989,m,华北
265726,1980-1989,m,华北
265727,1980-1989,m,华北
230011,1980-1989,m,华北
265728,1980-1989,m,华北
257803,1980-1989,m,华北
247397,1980-1989,m,华北
265729,1980-1989,m,华北
233489,1980-1989,m,华北
265730,1980-1989,m,华北
221520,1980-1989,m,华北
265731,1980-1989,m,华北
258894,1980-1989,m,华北
232454,1980-1989,m,华北
253652,1980-1989,m,华北
235648,1980-1989,m,华北
265732,1980-1989,m,华北
265733,1980-1989,m,华北
265734,1980-1989,m,华北
243512,1980-1989,m,华北
247326,1980-1989,m,华北
228301,1980-1989,m,华北
265735,1980-1989,m,华北
265736,1980-1989,m,华北
242832,1980-1989,m,华北
265737,1980-1989,m,华北
265738,1980-1989,m,华北
265739,1980-1989,m,华北
265740,1980-1989,m,华北
265741,1980-1989,m,华北
265742,1980-1989,m,华北
248283,1980-1989,m,华北
265743,1980-1989,m,华北
265744,1980-1989,m,华北
263704,1980-1989,m,华北
232847,1980-1989,m,华北
255495,1980-1989,m,华北
265745,1980-1989,m,华北
265746,1980-1989,m,华北
260292,1980-1989,m,华北
265747,1980-1989,m,华北
258161,1980-1989,m,华北
265748,1980-1989,m,华北
265749,1980-1989,m,华北
230008,1980-1989,m,华北
265751,1980-1989,m,华北
265752,1980-1989,m,华北
265753,1980-1989,m,华北
249350,1980-1989,m,华北
265754,1980-1989,m,华北
255476,1980-1989,m,华北
260533,1980-1989,m,华北
244713,1980-1989,m,华北
257328,1980-1989,m,华北
253677,1980-1989,m,华北
240479,1980-1989,m,华北
249689,1980-1989,m,华北
265755,1980-1989,m,华北
265756,1980-1989,m,华北
265757,1980-1989,m,华北
260961,1980-1989,m,华北
265758,1980-1989,m,华北
230971,1980-1989,m,华北
228299,1980-1989,m,华北
265759,1980-1989,m,华北
265760,1980-1989,m,华北
246585,1980-1989,m,华北
265761,1980-1989,m,华北
265762,1980-1989,m,华北
223410,1980-1989,m,华北
254184,1980-1989,m,华北
265763,1980-1989,m,华北
265764,1980-1989,m,华北
252492,1980-1989,m,华北
240398,1980-1989,m,华北
254935,1980-1989,m,华北
265765,1980-1989,m,华北
265766,1980-1989,m,华北
265767,1980-1989,m,华北
265768,1980-1989,m,华北
263694,1980-1989,m,华北
254256,1980-1989,m,华北
197651,1980-1989,m,华北
249965,1980-1989,m,华北
265769,1980-1989,m,华北
235249,1980-1989,m,华北
239146,1980-1989,m,华北
225083,1980-1989,m,华北
265770,1980-1989,m,华北
265771,1980-1989,m,华北
263666,1980-1989,m,华北
243143,1980-1989,m,华北
265772,1980-1989,m,华北
252220,1980-1989,m,华北
265773,1980-1989,m,华北
242643,1980-1989,m,华北
265774,1980-1989,m,华北
232534,1980-1989,m,华北
265775,1980-1989,m,华北
265245,1980-1989,m,华北
243330,1980-1989,m,华北
230341,1980-1989,m,华北
223569,1980-1989,m,华北
265776,1980-1989,m,华北
265331,1980-1989,m,华北
232511,1980-1989,m,华北
265777,1980-1989,m,华北
252218,1980-1989,m,华北
265778,1980-1989,m,华北
265779,1980-1989,m,华北
227941,1980-1989,m,华北
233181,1980-1989,m,华北
223267,1980-1989,m,华北
265780,1980-1989,m,华北
263811,1980-1989,m,华北
265781,1980-1989,m,华北
265782,1980-1989,m,华北
265783,1980-1989,m,华北
265784,1980-1989,m,华北
265785,1980-1989,m,华北
265786,1980-1989,m,华北
255419,1980-1989,m,华北
256159,1980-1989,m,华北
258907,1980-1989,m,华北
233627,1980-1989,m,华北
246643,1980-1989,m,华北
257513,1980-1989,m,华北
265787,1980-1989,m,华北
248178,1980-1989,m,华北
223512,1980-1989,m,华北
235895,1980-1989,m,华北
265788,1980-1989,m,华北
224683,1980-1989,m,华北
263686,1980-1989,m,华北
252774,1980-1989,m,华北
265789,1980-1989,m,华北
265790,1980-1989,m,华北
265791,1980-1989,m,华北
265792,1980-1989,m,华北
201199,1980-1989,m,华北
265793,1980-1989,m,华北
233400,1980-1989,m,华北
261789,1980-1989,m,华北
233416,1980-1989,m,华北
265795,1980-1989,m,华北
265796,1980-1989,m,华北
265797,1980-1989,m,华北
248096,1980-1989,m,华北
265798,1980-1989,m,华北
265799,1980-1989,m,华北
265800,1980-1989,m,华北
265801,1980-1989,m,华北
230309,1980-1989,m,华北
